172.18.0.1 - - [08/Jan/2026:08:02:00 +0000] "GET /api/public/branches HTTP/1.1" 301 169 "-" "curl/8.17.0" "-"
172.18.0.1 - - [08/Jan/2026:08:02:07 +0000] "GET /api/public/branches HTTP/1.1" 500 38 "-" "curl/8.17.0" "-"
172.18.0.1 - - [24/Jan/2026:10:59:42 +0000] "GET /message?token=AGHBrz2o46iqGz8 HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:01 +0000] "GET /message?token=AGHBrz2o46iqGz8 HTTP/2.0" 200 976 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:01 +0000] "GET /assets/index-Dyf28Col.js HTTP/2.0" 200 313807 "https://localhost/message?token=AGHBrz2o46iqGz8" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:01 +0000] "GET /assets/index-CrD1fiHe.css HTTP/2.0" 200 20101 "https://localhost/message?token=AGHBrz2o46iqGz8" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:01 +0000] "GET /sw.js HTTP/2.0" 200 2367 "https://localhost/message?token=AGHBrz2o46iqGz8" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:01 +0000] "GET /sw.js HTTP/2.0" 200 2367 "https://localhost/message?token=AGHBrz2o46iqGz8" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:01 +0000] "GET /icon-192x192.png HTTP/2.0" 200 1077165 "https://localhost/message?token=AGHBrz2o46iqGz8" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:01 +0000] "GET /manifest.json HTTP/2.0" 200 576 "https://localhost/message?token=AGHBrz2o46iqGz8" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:02 +0000] "GET /icon-192x192.png HTTP/2.0" 200 1077165 "https://localhost/message?token=AGHBrz2o46iqGz8" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:02 +0000] "GET /icon-512x512.png HTTP/2.0" 200 1077165 "https://localhost/message?token=AGHBrz2o46iqGz8" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:09 +0000] "GET / HTTP/2.0" 200 976 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:09 +0000] "GET /assets/index-Dyf28Col.js HTTP/2.0" 304 0 "https://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:09 +0000] "GET /assets/index-CrD1fiHe.css HTTP/2.0" 304 0 "https://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:10 +0000] "GET /sw.js HTTP/2.0" 200 2367 "https://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:10 +0000] "GET /api/auth/user HTTP/2.0" 200 189 "https://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:10 +0000] "GET /assets/Icon%20Chat%20NXXZ-C63mnXsh.png HTTP/2.0" 200 1077165 "https://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:10 +0000] "GET /manifest.json HTTP/2.0" 200 576 "https://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [24/Jan/2026:11:00:10 +0000] "GET /sw.js HTTP/2.0" 200 2367 "https://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" "-"
